Weights,Prices,Capacity,Best picks,Best price
[21 48 39 14 37],[ 7 11 18 11  1],38,[1. 0. 0. 1. 0.],18.0
[28 45 28 48  5],[18 12 11 12 11],71,[1. 0. 1. 0. 1.],40.0
[19 42 23  3 33],[18  8 14  6  4],28,[1. 0. 0. 1. 0.],24.0
[32  8  4 19 13],[18 17 15 11  8],65,[1. 1. 1. 1. 0.],61.0
[42 25 19 20 19],[ 1  2 17 17 17],72,[0. 0. 1. 1. 1.],51.0
[19  5 41 28 44],[ 6  4 10 15 18],17,[0. 1. 0. 0. 0.],4.0
[40 21 46 24 18],[19  4  8  7  8],66,[1. 0. 0. 0. 1.],27.0
[10 18 11  7 15],[ 8  8 11  6  1],46,[1. 1. 1. 1. 0.],33.0
[13  7 17 40 39],[15  3  7  3 15],88,[1. 1. 1. 0. 1.],40.0
[ 7 25 49 13 39],[ 3 16  6 12 13],93,[1. 1. 0. 1. 1.],44.0
[11 38 28  2 22],[1 9 2 6 6],42,[0. 1. 0. 1. 0.],15.0
[10 17 37 37  2],[11 18 15  8 15],88,[1. 1. 1. 0. 1.],59.0
[41  4  7 39 12],[19 19  9  2  2],55,[1. 1. 1. 0. 0.],47.0
[19 27 13  5 20],[ 2 18 10 11 13],24,[0. 0. 1. 1. 0.],21.0
[ 9 15  2  9 28],[17 17 12 18  9],35,[1. 1. 1. 1. 0.],64.0
[37 43 21 38  6],[ 8  9  8 15 19],57,[0. 0. 0. 1. 1.],34.0
[12 49 39 48 46],[15  9 10  4 15],86,[1. 0. 0. 0. 1.],30.0
[32  5 42 45  6],[ 8  5 16  2 17],18,[0. 1. 0. 0. 1.],22.0
[20  9 39 27  5],[12 14  2 11  7],23,[0. 1. 0. 0. 1.],21.0
[26  8 22 30 32],[18 13 10 16 10],89,[1. 1. 1. 1. 0.],57.0
[ 5 48 11  3 17],[ 7  2  7 13 11],52,[1. 0. 1. 1. 1.],38.0
[22 48 29 41 38],[ 5 19  8 18  2],44,[0. 0. 0. 1. 0.],18.0
[43 38  9 37 47],[ 6  1 15  2  7],58,[0. 0. 1. 0. 1.],22.0
[23 47  9 12 44],[10 18  2  6  7],85,[1. 1. 0. 1. 0.],34.0
[22 36 23 15 26],[ 3  7  1 14  2],46,[1. 0. 0. 1. 0.],17.0
[ 8 15 24 18 10],[ 7  1 17 11  1],89,[1. 1. 1. 1. 1.],37.0
[ 9 46 31 48 15],[17  3 13 11 13],50,[1. 0. 1. 0. 0.],30.0
[11 46 11  4 38],[6 2 3 3 2],51,[1. 0. 1. 1. 0.],12.0
[31 15 21  3 25],[15  6 13  9 18],64,[0. 1. 1. 1. 1.],46.0
[23 19 26  9  7],[ 8 10 13 17 12],49,[0. 0. 1. 1. 1.],42.0
[49 23 44 47  7],[ 6  7 13 14 18],98,[0. 0. 1. 1. 1.],45.0
[25 47 10  3 33],[ 7  5  6 15  8],77,[1. 0. 1. 1. 1.],36.0
[32 48 25 32  2],[19  7  6 19 15],45,[1. 0. 0. 0. 1.],34.0
[20 49 25 32 20],[6 3 7 2 9],26,[0. 0. 0. 0. 1.],9.0
[16 30  9 29 22],[ 1 11  9 18 16],35,[0. 0. 1. 0. 1.],25.0
[ 2 23  2 24  7],[ 6  6 18 10  5],57,[1. 1. 1. 1. 0.],40.0
[47 47 33 45  4],[ 7 18  9 16 16],23,[0. 0. 0. 0. 1.],16.0
[16  7  9 15  8],[ 2 15 19 15 14],73,[1. 1. 1. 1. 1.],65.0
[39  5 37 29 25],[ 3 18 13 10  5],34,[0. 1. 0. 1. 0.],28.0
[ 3 32 49 18 16],[18  3  5  6 17],51,[1. 0. 0. 1. 1.],41.0
[37 44 34 24  5],[13 14  3 13 11],58,[0. 1. 0. 0. 1.],25.0
[ 5 19 17 24 24],[ 9 17 18 17 12],95,[1. 1. 1. 1. 1.],73.0
[29 47 25 41 13],[ 8  5  6 17  4],41,[0. 0. 0. 1. 0.],17.0
[ 5 21 18 24 33],[ 8  6  8  2 19],50,[1. 0. 0. 0. 1.],27.0
[18 17 12 38 11],[14 13 17 14  4],21,[0. 0. 1. 0. 0.],17.0
[ 1 28 49 47  8],[ 1  9  9 19 11],99,[1. 1. 0. 1. 1.],40.0
[48 39 26  6 42],[16  6  7  7 16],92,[1. 0. 0. 0. 1.],32.0
[22 43  1  8 40],[16  4 18 13 17],32,[1. 0. 1. 1. 0.],47.0
[11  6  3 12  2],[ 8 14  3  5 10],26,[1. 1. 1. 0. 1.],35.0
[29 26  3 26 28],[14 19 12  5 19],23,[0. 0. 1. 0. 0.],12.0
[14 14 44 18 45],[ 9 12 13  4 14],49,[1. 1. 0. 1. 0.],25.0
[26 13 18 44 43],[17 16  6 11 14],46,[1. 1. 0. 0. 0.],33.0
[ 3 10  2 24 38],[ 7 10 19 16 13],31,[1. 0. 1. 1. 0.],42.0
[43 20 43 38 42],[ 9 18  2 16  8],94,[0. 1. 0. 1. 0.],34.0
[39 42 14 11 34],[ 7 12 18 17  7],91,[0. 1. 1. 1. 0.],47.0
[21 24 45  9 45],[15 13 10 12  2],39,[1. 0. 0. 1. 0.],27.0
[32 26  3  7 48],[13 18 18  2  4],90,[1. 1. 1. 1. 0.],51.0
[15 35  3 27 34],[17  9 15  8 16],69,[1. 0. 1. 0. 1.],48.0
[22 15 41 44 32],[10  3  9 14 17],82,[0. 0. 0. 1. 1.],31.0
[14 34 12  7 11],[17 15  5 17  4],34,[1. 0. 1. 1. 0.],39.0
[43 44 45 21 40],[ 2 19  3  3 12],79,[0. 1. 0. 1. 0.],22.0
[ 5 16 25 23 26],[11 10 19 19  7],39,[1. 0. 1. 0. 0.],30.0
[14 20 23  6  5],[ 6  5 13  2  6],68,[1. 1. 1. 1. 1.],32.0
[13 15 31 25  2],[ 4 13 17 17 18],44,[0. 1. 0. 1. 1.],48.0
[ 8 10 24 17  2],[11  5  8  6 16],35,[1. 0. 1. 0. 1.],35.0
[28 23  2 34 15],[ 5 10  4  8 17],37,[0. 0. 1. 0. 1.],21.0
[18  1 14 39 23],[11 18 16  4  9],92,[1. 1. 1. 0. 1.],54.0
[24 44  1 15 34],[13 17 19 15  6],76,[1. 0. 1. 1. 1.],53.0
[14 24 22  3  6],[ 6 13 15 18 15],55,[0. 1. 1. 1. 1.],61.0
[31 25 44 20 11],[19 19 14 18 18],59,[0. 1. 0. 1. 1.],55.0
[17 13 23 20 47],[11 14  1  7 17],64,[1. 1. 0. 1. 0.],32.0
[47 21 22 38 45],[16 18  8  4  9],69,[1. 1. 0. 0. 0.],34.0
[47 49 21 20 10],[14  8 17  4  7],26,[0. 0. 1. 0. 0.],17.0
[19 24 47 12  7],[13  7  2 15  3],80,[1. 1. 0. 1. 1.],38.0
[27  8 37 13 49],[ 7  7 13  9  4],47,[0. 1. 1. 0. 0.],20.0
[22 44  5 19  7],[16 10  4  7  3],59,[1. 0. 1. 1. 1.],30.0
[30 26 20 18 17],[ 9  1  6 19 16],64,[0. 0. 1. 1. 1.],41.0
[ 3  8 44 44 11],[16 17 17  4 19],57,[1. 1. 0. 0. 1.],52.0
[41 30 29 27 12],[ 3  8  2 16  5],55,[0. 0. 0. 1. 1.],21.0
[ 1 16  7 34  5],[11  4 12 10 19],50,[1. 0. 1. 1. 1.],52.0
[49 16  7 20  1],[10  6  1  4 10],67,[1. 1. 0. 0. 1.],26.0
[25 39 16 10 25],[18 19 17 16  8],67,[0. 1. 1. 1. 0.],52.0
[45 40 42 49 33],[15  2  4 17 18],28,,0.0
[36 16 42 29 44],[15  9 11 15  4],29,[0. 0. 0. 1. 0.],15.0
[35 26 10 39 47],[19  6  6 14  7],74,[1. 0. 0. 1. 0.],33.0
[22 15  5 12 41],[ 4  4  4 15  5],15,[0. 0. 0. 1. 0.],15.0
[29 38 42 24 17],[16  1 19  1 18],44,[0. 0. 1. 0. 0.],19.0
[12 11  2 44  9],[10  5 14  3 12],99,[1. 1. 1. 1. 1.],44.0
[47 30 29 47 32],[14 10  4 13 19],38,[0. 0. 0. 0. 1.],19.0
[22 43 49 47 20],[ 7 19 18 14  6],89,[1. 1. 0. 0. 1.],32.0
[27 37 48 42 35],[11 18  9  6  8],53,[0. 1. 0. 0. 0.],18.0
[31 26  2  4 30],[ 5  8 10 12 12],60,[0. 0. 1. 1. 1.],34.0
[15 36 48 38 33],[15 12  8 16  6],19,[1. 0. 0. 0. 0.],15.0
[ 9 40 10 46  7],[14 10  9  2  7],41,[1. 0. 1. 0. 1.],30.0
[41 35 32 47 20],[12  4 12  2 15],60,[0. 0. 1. 0. 1.],27.0
[36 29 11 42 44],[17 19  7 10 10],69,[1. 1. 0. 0. 0.],36.0
[34 26 46 36 21],[ 2 16 13 15 17],94,[0. 1. 0. 1. 1.],48.0
[46 22 20 34 20],[ 7 12 10 15  5],59,[0. 1. 0. 1. 0.],27.0
[40 29 44 35 42],[12 10  6 11  3],89,[1. 0. 0. 1. 0.],23.0
[ 2 32 37  6 31],[ 8  2 15  7 14],22,[1. 0. 0. 1. 0.],15.0
[22 46 45 30 45],[19 17 13 18 10],33,[1. 0. 0. 0. 0.],19.0
[34 48 21 46 22],[ 6 11 15 16  1],50,[0. 0. 0. 1. 0.],16.0
[16 41 34  8 19],[ 8  8 14 14  1],51,[0. 0. 1. 1. 0.],28.0
[14 13  9 12 20],[11 19  7 18  8],35,[0. 1. 1. 1. 0.],44.0
[ 3 36 17 45 45],[ 1 12  5  8  7],21,[1. 0. 1. 0. 0.],6.0
[42 21 15  7 25],[ 1  8  8 19 17],99,[0. 1. 1. 1. 1.],52.0
[41 43 10 29 22],[13 10  4  4 14],75,[1. 0. 1. 0. 1.],31.0
[34  4 37 35 27],[18 12  3 15 11],30,[0. 1. 0. 0. 0.],12.0
[ 1 28 45 38 25],[ 9 16 16 14  9],94,[1. 1. 0. 1. 1.],48.0
[ 5 25 33 11 48],[ 8  9  2 19 14],98,[1. 1. 0. 1. 1.],50.0
[11 29 46  1 14],[13 13 14  4 12],27,[1. 0. 0. 1. 1.],29.0
[20  2 25 43  3],[14 18 13  4  9],97,[1. 1. 1. 1. 1.],58.0
[10 18  8 27 45],[ 3 16 13 17  5],94,[1. 1. 1. 1. 0.],49.0
[35  8 15 21 26],[15 16  9  3  1],71,[1. 1. 1. 0. 0.],40.0
[15 31 10 25 49],[16 10 19  9  6],17,[0. 0. 1. 0. 0.],19.0
[40 43 33  8 38],[16 12 10  3 12],27,[0. 0. 0. 1. 0.],3.0
[37 21 13 20 19],[19  6 15  6 15],48,[0. 0. 1. 0. 1.],30.0
[32 33 40 28 11],[ 8 10  8 11  2],36,[0. 0. 0. 1. 0.],11.0
[24 21  3 46 42],[15 16  8 16 17],77,[0. 1. 1. 0. 1.],41.0
[48 17 41 35 23],[ 5  1 18  9  9],69,[0. 0. 1. 0. 1.],27.0
[17 32 43 44 10],[ 6 10 13  4  5],55,[0. 0. 1. 0. 1.],18.0
[37 45 26  3 37],[ 4 14  9  5 14],70,[0. 0. 1. 1. 1.],28.0
[ 4  5  2 44 27],[ 4 18  9  8  1],31,[1. 1. 1. 0. 0.],31.0
[10 26 18 21  6],[11  7  6  5 11],56,[1. 0. 1. 1. 1.],33.0
[31 47 18 40 19],[17  5  9 19 16],24,[0. 0. 0. 0. 1.],16.0
[16 38  9 21  2],[ 9  4  1 17  4],29,[0. 0. 0. 1. 1.],21.0
[25  6 12 49  1],[ 6  8 17  3 18],51,[1. 1. 1. 0. 1.],49.0
[30 32 41 16  9],[10 16  1 14  3],60,[0. 1. 0. 1. 1.],33.0
[41 10 48  4 44],[ 5 10 10  9  2],28,[0. 1. 0. 1. 0.],19.0
[34  7 18 45 28],[14 16 18  6 18],18,[0. 0. 1. 0. 0.],18.0
[12  4  4  8 20],[ 1 13  2  2 15],55,[1. 1. 1. 1. 1.],33.0
[38 12 42 25 20],[16  2  4  3  9],49,[1. 0. 0. 0. 0.],16.0
[43 12 44  2 35],[14  3  5 12 12],49,[0. 1. 0. 1. 1.],27.0
[18 23 10  7 15],[ 1 17  3 11 19],75,[1. 1. 1. 1. 1.],51.0
[43 17 18 49 25],[12 13 17  1  1],33,[0. 0. 1. 0. 0.],17.0
[21  4  8 49 10],[ 2 15 16 17 18],71,[0. 1. 1. 1. 1.],66.0
[31 36 36 46 12],[ 8  4 16  6 15],36,[0. 0. 1. 0. 0.],16.0
[ 3 48 10  3 23],[11 15  9  5  4],91,[1. 1. 1. 1. 1.],44.0
[ 6 36  7 24 34],[ 3 16  6 12  1],27,[0. 0. 0. 1. 0.],12.0
[30  1 31 21 13],[ 7  6 13 19  2],22,[0. 1. 0. 1. 0.],25.0
[15 11 16 33 32],[ 1 17  8  8 18],43,[0. 1. 0. 0. 1.],35.0
[27  2 31 20 23],[12  7 12 12 19],36,[0. 1. 0. 0. 1.],26.0
[12 14 49  3 42],[11 10  2 11 18],31,[1. 1. 0. 1. 0.],32.0
[28 16  3 33 13],[10  4 12 15 17],62,[0. 0. 1. 1. 1.],44.0
[45 39 39 19 32],[17 17 11  9 10],79,[0. 1. 1. 0. 0.],28.0
[30 33 40 10 38],[19 19 12 18 13],95,[1. 1. 0. 1. 0.],56.0
[33 31 16 13 12],[6 1 1 9 3],47,[1. 0. 0. 1. 0.],15.0
[16 18 22 46 36],[ 2 13 15  9 11],20,[0. 1. 0. 0. 0.],13.0
[49  2  8 35 20],[14 15  1  7 17],57,[0. 1. 0. 1. 1.],39.0
[47 44  2 13 12],[13 17  6 16  8],37,[0. 0. 1. 1. 1.],30.0
[ 3 44  9 33 21],[ 9 12 15 11  4],66,[1. 0. 1. 1. 1.],39.0
[24 48 40 28 13],[19 19  8 18  5],63,[1. 0. 0. 1. 0.],37.0
[22 36  2 34 44],[14  8 15 18  3],57,[0. 0. 1. 1. 0.],33.0
[ 6 22 42 27 16],[17 12 11  1 19],62,[1. 1. 0. 0. 1.],48.0
[ 3 43 37 42  1],[19  4 16 19 12],83,[1. 0. 1. 1. 1.],66.0
[19 15 47  3  1],[11  7  6  5 14],42,[1. 1. 0. 1. 1.],37.0
[ 1  1 31 27  1],[15  1  1  7  4],92,[1. 1. 1. 1. 1.],28.0
[ 6 40 31  9 43],[ 2 11 17  2 16],56,[1. 0. 1. 1. 0.],21.0
[29 22 36 43 23],[11 19 17 11 14],59,[0. 1. 1. 0. 0.],36.0
[29  5 47  1 31],[17 18  8 10  7],26,[0. 1. 0. 1. 0.],28.0
[29  4  1 49  3],[18  3  8 15 17],28,[0. 1. 1. 0. 1.],28.0
[ 4  8 14  7  4],[10  5  5  9 16],32,[1. 1. 0. 1. 1.],40.0
[48 23 28 43 38],[4 9 2 8 5],94,[0. 1. 1. 1. 0.],19.0
[26 13 32 34  7],[10  8 14 17  7],65,[0. 1. 0. 1. 1.],32.0
[36 37 48  9 22],[18  9 15 12  2],98,[1. 0. 1. 1. 0.],45.0
[40 15 19 20 26],[11  6 15 16  9],83,[0. 1. 1. 1. 1.],46.0
[42 28 42 38 43],[4 4 4 2 7],29,[0. 1. 0. 0. 0.],4.0
[ 2  9 28  8 10],[ 7  5  5  4 11],55,[1. 1. 1. 0. 1.],28.0
[ 4 48 39  5 31],[12 13 15  9  9],73,[1. 0. 1. 1. 0.],36.0
[22 40 10 21 33],[12 16 10 17 16],20,[0. 0. 1. 0. 0.],10.0
[16  6  7  8 23],[14  1 10 16 14],23,[0. 1. 1. 1. 0.],27.0
[43 45 24 32 18],[12 12 13  6  3],61,[0. 0. 1. 1. 0.],19.0
[20 13  3 46 14],[16  2  2  8  8],81,[1. 0. 0. 1. 1.],32.0
[ 8 20 24  1 19],[ 3 17 11 12 11],67,[0. 1. 1. 1. 1.],51.0
[38 23 25 24 25],[10 10  7 17  2],29,[0. 0. 0. 1. 0.],17.0
[ 5 15 12 11 19],[ 4 19 19 19 17],96,[1. 1. 1. 1. 1.],78.0
[41 34 15 33 37],[ 3  8  5 15  2],71,[0. 1. 0. 1. 0.],23.0
[18 33 16 15 19],[16  6  7 12 19],60,[1. 0. 0. 1. 1.],47.0
[36 31 33 24 25],[12 15 12 16 18],76,[0. 0. 0. 1. 1.],34.0
[47 13 27 32  1],[ 8 16 18  8 16],96,[1. 1. 1. 0. 1.],58.0
[ 2 19 11  7  9],[14  5  1  9  8],96,[1. 1. 1. 1. 1.],37.0
[46 22 20 24  2],[10  7  4 13 14],20,[0. 0. 0. 0. 1.],14.0
[22 23  7  2 13],[ 5 10 13 13 16],89,[1. 1. 1. 1. 1.],57.0
[47 20 22 44 25],[15  8 11 14 16],90,[0. 1. 0. 1. 1.],38.0
[44 17 29 10 24],[18  6  7 13 13],16,[0. 0. 0. 1. 0.],13.0
[24 21 21  6 48],[17 16  7 14 19],71,[1. 1. 0. 1. 0.],47.0
[48 47 47 22 24],[ 9  5 16  1 19],41,[0. 0. 0. 0. 1.],19.0
[34 22 13 11 13],[ 7 10  5 16 16],23,[0. 0. 0. 1. 0.],16.0
[49 25 40  9 33],[17 15  6  9  5],82,[1. 1. 0. 0. 0.],32.0
[21 32 14  1  5],[ 1 16 12  5 10],80,[1. 1. 1. 1. 1.],44.0
[ 9 14  2 47 23],[ 2  5 19 19  3],56,[0. 0. 1. 1. 0.],38.0
[ 2 46 46 45 39],[18  2 16  7 12],87,[1. 0. 1. 0. 1.],46.0
[32 32 41 36 39],[15  1  7  2  5],33,[1. 0. 0. 0. 0.],15.0
[38 46 12  6 19],[ 1  5  8  5 19],66,[0. 0. 1. 1. 1.],32.0
[13 24 24 25 49],[17 18 17 14 18],44,[1. 1. 0. 0. 0.],35.0
[ 5 10 16  8 21],[ 4  4  4  9 13],46,[1. 1. 0. 1. 1.],30.0
[24 29  6 31 37],[10 17  6  8  6],64,[1. 1. 1. 0. 0.],33.0
[37 34 17 16 23],[ 6 11 11 15 17],58,[0. 0. 1. 1. 1.],43.0
[13  8 27 26 49],[18  1  7 17 19],94,[1. 0. 0. 1. 1.],54.0
[45  3 24 14 32],[ 2  5 16 10 16],89,[0. 1. 1. 1. 1.],47.0
[14 29 37 35 41],[13  3  8 19 18],36,[0. 0. 0. 1. 0.],19.0
[12 45 34 13 19],[15  4  5  8 15],58,[1. 0. 0. 1. 1.],38.0
[24 15 34 12 41],[18  4 10 13  4],30,[1. 0. 0. 0. 0.],18.0
[44 24 39 24 31],[17  9 14  2  8],21,,0.0
[27 42 41 21 35],[8 3 8 6 3],82,[1. 0. 1. 0. 0.],16.0
[41 26  9  9 31],[12 17  9 19 18],44,[0. 1. 1. 1. 0.],45.0
[28 40 49 46 12],[17  4  7  3 12],33,[1. 0. 0. 0. 0.],17.0
[ 6  3 29  8 34],[ 8 11  7 12 14],67,[1. 1. 0. 1. 1.],45.0
[48 17 27 16 41],[14 17  8 11  8],22,[0. 1. 0. 0. 0.],17.0
[ 1 39 36 31 21],[ 1  5 15  3  9],31,[1. 0. 0. 0. 1.],10.0
[12 38 29 38 26],[1 4 7 4 9],36,[0. 0. 0. 0. 1.],9.0
[ 7 33 29  3 20],[11 15 16  7 13],36,[1. 0. 0. 1. 1.],31.0
[48  6 37 19 31],[10  5 19  4 17],15,[0. 1. 0. 0. 0.],5.0
[28 35  8 48  5],[ 3 13  5  6  3],24,[0. 0. 1. 0. 1.],8.0
[ 6 21 46 21 45],[18 16 14  3 10],97,[1. 1. 1. 1. 0.],51.0
[ 5 35  1  1 12],[ 8 11 10 11 10],44,[1. 1. 1. 1. 0.],40.0
[44 26 30 35 16],[ 4  8 15 16 10],72,[0. 1. 1. 0. 1.],33.0
[37 25 25 28  5],[ 3  6 18  6 17],71,[0. 1. 1. 0. 1.],41.0
[27 28 45 14  8],[ 4 16 14  4  8],75,[0. 1. 1. 0. 0.],30.0
[25 40 25 47 12],[ 2 16 16 11 14],50,[0. 0. 1. 0. 1.],30.0
[41 30  1 33 15],[14 10  2 18  7],61,[0. 0. 1. 1. 1.],27.0
[ 7 18 19 42 11],[ 6 15  2 17 14],64,[1. 1. 1. 0. 1.],37.0
[42 40 43 30 15],[ 2 13 14 10  8],19,[0. 0. 0. 0. 1.],8.0
[49  5 31  3 26],[ 5 11 12 15 15],63,[0. 0. 1. 1. 1.],42.0
[15 12 18 35 49],[ 4 14 17 13 12],64,[1. 1. 1. 0. 0.],35.0
[11 47 20 14 38],[11  6  9 19  1],15,[0. 0. 0. 1. 0.],19.0
[38 37 10 19  6],[11 11 18  9 17],55,[1. 0. 1. 0. 1.],46.0
[11 14 23 49 36],[18 13 14  2 16],19,[1. 0. 0. 0. 0.],18.0
[33 46 30  2  3],[18  3 15 18 17],25,[0. 0. 0. 1. 1.],35.0
[10 44 26 13 46],[11  1  3 18 16],44,[1. 0. 0. 1. 0.],29.0
[ 6 37  6 29 24],[15 12  9  3 19],37,[1. 0. 1. 0. 1.],43.0
[ 4 28 30 23 28],[ 8 17  7 16 16],19,[1. 0. 0. 0. 0.],8.0
[39 34 24  8 24],[ 1  2 16  8 11],74,[0. 0. 1. 1. 1.],35.0
[16  9 45 28 48],[13 14  9 15 16],85,[0. 1. 0. 1. 1.],45.0
[20 16 33 23 38],[16  6 17  5 13],39,[1. 1. 0. 0. 0.],22.0
[35 29 21 28 44],[14  3 11 15  9],71,[1. 0. 0. 1. 0.],29.0
[22 26 10  2  3],[ 1 15 13 10 13],57,[0. 1. 1. 1. 1.],51.0
[20 13 24 18 30],[ 5 12  9 12 17],33,[0. 1. 0. 1. 0.],24.0
[24 20 47 13 33],[11 14 17 17 11],16,[0. 0. 0. 1. 0.],17.0
[45 21 27  2 46],[ 5 16 17 10 17],29,[0. 0. 1. 1. 0.],27.0
[24 45 43 14 41],[ 9  4  6 12  3],90,[1. 0. 1. 1. 0.],27.0
[29 29 47 38  1],[ 4 10 18 11 14],42,[0. 0. 0. 1. 1.],25.0
[25  1 48 14 31],[16 13 11  3  1],83,[1. 1. 1. 0. 0.],40.0
[19 21 10 47 44],[14  2 13 17  5],97,[1. 1. 1. 1. 0.],46.0
[ 3 35 49 24 40],[ 9 15  1 14  9],92,[1. 1. 0. 1. 0.],38.0
[10 19 34 39 47],[13 15  4  8  9],61,[1. 1. 0. 0. 0.],28.0
[47 10 36 17 22],[10  8  2 10 18],23,[0. 0. 0. 0. 1.],18.0
[ 9  9 21 17 35],[12 10 11  7 18],61,[1. 1. 1. 1. 0.],40.0
[13 24 33 15 18],[14 10  8 12  8],74,[1. 1. 0. 1. 1.],44.0
[17 17 21 29 32],[19  1  4 19  3],45,[1. 0. 1. 0. 0.],23.0
[ 8 20 29  3 26],[17  6 13 14 10],32,[1. 1. 0. 1. 0.],37.0
[31 43 38  4  6],[11 18 19 10 15],66,[0. 0. 1. 1. 1.],44.0
[49 32 35 27 33],[ 1  4 10 14  3],75,[0. 0. 1. 1. 0.],24.0
[10 14 45 17 37],[ 7 18 12 15 19],45,[1. 1. 0. 1. 0.],40.0
[ 4 10 21 23 16],[ 8 14  7  3 18],71,[1. 1. 1. 0. 1.],47.0
[ 1 12 23 32 23],[ 3  1 12  2 14],28,[1. 0. 0. 0. 1.],17.0
[ 8 40 30  1 39],[10 17 13  3 13],97,[1. 1. 1. 1. 0.],43.0
[22 25 35 14 32],[10 14  9  2  6],82,[1. 1. 1. 0. 0.],33.0
[10 40  2 36 29],[ 6  8 13 18 17],92,[1. 0. 1. 1. 1.],54.0
[ 5 23 45 41 39],[17  8 15 10  5],78,[1. 1. 1. 0. 0.],40.0
[45 10  5 27  6],[ 2 13 14  7 17],26,[0. 1. 1. 0. 1.],44.0
[ 8 39 33 39 28],[19 14  9  1 13],93,[1. 1. 0. 0. 1.],46.0
[35 23 35  4  3],[ 6  5  7 18  2],93,[1. 0. 1. 1. 1.],33.0
[33 45 19 16 28],[ 7  7 11 14 14],94,[0. 0. 1. 1. 1.],39.0
[ 3 49 36 22 48],[ 1 13  2 15  7],45,[1. 0. 0. 1. 0.],16.0
[49 47 35  6 17],[14  3 16  7 15],64,[0. 0. 1. 1. 1.],38.0
[ 7 14 49 35  7],[19 12  2  1  1],18,[1. 0. 0. 0. 1.],20.0
[14 33  3 39 41],[18 17 16  2  5],56,[1. 1. 1. 0. 0.],51.0
[10 43 45  6 28],[17 18 15 17  7],59,[1. 1. 0. 1. 0.],52.0
[42 17 14 32 30],[ 9  7  5 18 11],54,[0. 1. 0. 1. 0.],25.0
[46 16  4 23 29],[14 11  7 13  7],21,[0. 1. 1. 0. 0.],18.0
[22 32  7 13 36],[ 6  8 12 14  3],41,[0. 0. 1. 1. 0.],26.0
[22 26 30 21 44],[ 6  4 12 16 11],61,[0. 0. 1. 1. 0.],28.0
[13 41 22 34 35],[ 5 15  7 15 13],31,[0. 0. 1. 0. 0.],7.0
[ 8 34 40 11 31],[15  5 10  8  1],46,[1. 0. 0. 1. 0.],23.0
[45 45 10 35 41],[19 17  2 14 12],79,[0. 0. 0. 1. 1.],26.0
[33 36 41 16 27],[ 8 10 12  1  1],63,[0. 0. 1. 1. 0.],13.0
[33  1 19 47 33],[10 11 18  1  3],66,[1. 1. 1. 0. 0.],39.0
[ 8 21 28 39  7],[16 17 11  9  8],95,[1. 1. 1. 0. 1.],52.0
[ 9 13  3 19 48],[ 7 16  7  5 13],39,[1. 1. 1. 0. 0.],30.0
[10 32 19 41  9],[12 13 11  7  7],54,[1. 1. 0. 0. 1.],32.0
[25 46 47 19  7],[ 6  4  5  2 18],17,[0. 0. 0. 0. 1.],18.0
[30 33 42 21 26],[ 2 12  6  4  9],56,[0. 1. 0. 1. 0.],16.0
[36 30  3 43 44],[10  4  7 14  5],61,[0. 0. 1. 1. 0.],21.0
[23 19 35 17 29],[ 5  8 11 17  3],71,[0. 1. 1. 1. 0.],36.0
[34 26 16 19 16],[ 9 17 16 18 13],78,[0. 1. 1. 1. 1.],64.0
[24 40 22 31 41],[18  8 10  3 14],56,[1. 0. 1. 0. 0.],28.0
[23 41  1 21  5],[ 8 11  2  6 19],93,[1. 1. 1. 1. 1.],46.0
[14 20 22 32 23],[14  3  6  5  1],30,[1. 0. 0. 0. 0.],14.0
[25 31  3 38 31],[ 8 13 14 10 19],36,[0. 0. 1. 0. 1.],33.0
[17  1 14 35 44],[11 17  4  5 17],93,[1. 1. 1. 0. 1.],49.0
[28 25 36  1  3],[15 14 10 13 12],19,[0. 0. 0. 1. 1.],25.0
[42 13  9 17 38],[ 6 12  8 18 14],43,[0. 1. 1. 1. 0.],38.0
[16 21 25 46  1],[ 5  9 13 12 13],59,[0. 1. 1. 0. 1.],35.0
[42 13 12 31  7],[18 14 15  9  5],87,[1. 1. 1. 0. 1.],52.0
[35 25  1 49 40],[17  8  6 19 14],53,[0. 0. 1. 1. 0.],25.0
[42  6 18 13 17],[18 11  3  6 10],30,[0. 1. 0. 0. 1.],21.0
[45  1 12  1 34],[ 9  3 15 15 13],28,[0. 1. 1. 1. 0.],33.0
[33  3 30 35 23],[ 1  4  7 14  2],41,[0. 1. 0. 1. 0.],18.0
[14  9 31 27 34],[ 3  2 17 10  8],78,[1. 0. 1. 1. 0.],30.0
[10 46 40 44  3],[18  6 18  4 13],94,[1. 0. 1. 0. 1.],49.0
[27 36 17 25  6],[ 8  7 17 13 11],80,[1. 0. 1. 1. 1.],49.0
[21 43 13 40 31],[12  3 19 14 19],80,[1. 0. 1. 0. 1.],50.0
[34 19 28  6 11],[ 7 14  7 19 19],37,[0. 1. 0. 1. 1.],52.0
[14 15 28  2 28],[ 6 12  8  1  3],97,[1. 1. 1. 1. 1.],30.0
[40  9 28  9 22],[10  7  4  5 10],47,[0. 1. 0. 1. 1.],22.0
[36 31 41 48 49],[16 12  3  6 15],53,[1. 0. 0. 0. 0.],16.0
[11  3 45 32 20],[14 13  4  2  6],88,[1. 1. 1. 0. 1.],37.0
[21 35 48 28 11],[15 12 14  5  4],62,[1. 1. 0. 0. 0.],27.0
